rank_emul	user	Psi_emul	out_deg	in_deg	R_tweet	R_rtweet
140	1618267	0.0011340071565860547	11785	14	8.186283877555582e-07	2.0941656430956138e-07
141	1507350	0.0011297345401720322	31191	25	7.519958445661523e-07	6.758443666354027e-07
142	1750097	0.0011214883852217628	29835	3	1.399283406977524e-06	2.8556804224031098e-08
143	579781	0.0011188988067597325	32551	0	3.388740767918357e-06	0.0
144	1175184	0.0011132497346479043	39231	4	9.328556046516826e-07	6.663254318940589e-08
145	1295890	0.0011098708650923068	21456	1	1.7610029271485845e-06	3.80757389653748e-08
146	1549675	0.0011027572982450406	16332	2	1.8085976008553029e-07	3.522005854297169e-07
147	488904	0.0011006189296000426	25619	36	2.474923032749362e-07	4.854656718085287e-07
148	1604716	0.0010881919160732785	26438	26	1.2755372553400558e-06	7.329579750834649e-07
149	797728	0.001087189634868518	37121	1	6.568064971527152e-07	1.90378694826874e-08
150	216814	0.0010857562212229252	22359	7	7.519958445661523e-07	7.61514779307496e-08
151	854075	0.0010756060484743498	2885	26	2.8556804224031098e-08	3.046059117229984e-07
152	503729	0.0010755192416805558	33637	2	1.237461516374681e-06	2.8556804224031098e-08
153	508805	0.0010615395520384673	16925	40	2.6653017275762357e-07	6.282496929286842e-07
154	1071621	0.0010562568230820337	5725	2	2.8556804224031098e-08	3.80757389653748e-08
155	978003	0.001035188331807211	37151	20	2.693858531800267e-06	3.712384549124043e-07
156	268347	0.0010328135136794354	36145	9	1.6562946449938038e-06	1.8085976008553029e-07
157	56094	0.001024079855852056	25026	58	2.189354990509051e-07	6.568064971527152e-07
158	1158903	0.0010055201966323883	38218	11	2.0656088388715828e-06	2.379733685335925e-07
159	498529	0.0010045567810312676	35109	0	4.883213522309318e-06	0.0
160	798678	0.0010032074070565175	30137	39	7.995905182728708e-07	7.90071583531527e-07
161	376749	0.0010011591990339561	13899	22	4.093141938777791e-07	1.5135106238736483e-06
162	1264946	0.0009944404683017245	43375	2	3.2935514205049202e-06	5.7113608448062197e-08
163	1674332	0.0009807586554029897	39150	2	1.8276354703379903e-06	1.90378694826874e-08
164	1637657	0.000978282675502002	4171	112	9.5189347413437e-09	1.2945751248227433e-06
165	746586	0.0009776094003919142	18398	18	1.0090070825824322e-06	2.6653017275762357e-07
166	457818	0.0009720496031360821	8361	59	4.75946737067185e-08	6.187307581873405e-07
167	7660	0.0009567638626826622	21029	4	8.186283877555582e-07	3.80757389653748e-08
168	916823	0.0009538253028066537	11056	3	5.901739539633093e-07	1.237461516374681e-07
169	491535	0.0009505836824263873	30413	0	1.8752301440447089e-06	0.0
170	1739430	0.0009462197977470407	22627	2	1.2755372553400558e-06	1.90378694826874e-08
171	499525	0.0009460682582497686	36943	0	3.9693957871403226e-06	0.0
172	1012411	0.000943819643768417	27536	20	1.7229271881832096e-06	3.712384549124043e-07
173	65546	0.0009424954827864516	3699	41	1.523029558614992e-07	4.5690886758449757e-07
174	1569353	0.0009345818277909408	20358	2	1.7324461229245533e-06	6.663254318940589e-08
175	1681569	0.000931193120319049	7972	8	6.092118234459968e-07	1.3326508637881179e-07
176	990414	0.0009310095067366689	21572	33	6.66325431894059e-07	9.5189347413437e-07
177	746298	0.0009270312662272613	19935	17	1.018526017323776e-06	2.570112380162799e-07
178	1048850	0.0009261272882648769	19459	11	5.140224760325598e-07	2.474923032749362e-07
179	1317739	0.0009210828345348715	32561	17	2.627225988610861e-06	2.6653017275762357e-07
180	1421759	0.0009109436844587716	12515	1	2.760491074989673e-07	5.7113608448062197e-08
181	1419303	0.000888149764442311	17576	7	3.046059117229984e-07	1.713408253441866e-07
182	1527693	0.0008853983632519604	2833	9	6.663254318940589e-08	1.0470828215478069e-07
183	491229	0.0008762075966388855	13823	16	1.0470828215478069e-07	1.8085976008553029e-07
184	889123	0.0008723411586009266	27688	0	2.398771554818612e-06	0.0
185	810136	0.0008697008791523506	17461	57	9.138177351689951e-07	8.186283877555582e-07
186	1724962	0.0008661981854514913	20387	4	1.5896621018043978e-06	1.523029558614992e-07
187	196866	0.000856037438227526	18988	19	7.61514779307496e-07	2.760491074989673e-07
188	1500704	0.0008546655704941795	22729	29	2.979426574040578e-06	4.949846065498724e-07
189	873557	0.0008541377553084276	25724	9	4.378709981018102e-07	1.1422721689612439e-07
190	1240664	0.0008512152154471362	19957	9	3.6171952017106057e-07	1.523029558614992e-07
191	1114396	0.0008459220227689481	24034	5	7.139201056007774e-07	4.75946737067185e-08
192	519560	0.0008421541178898611	13051	2	2.6653017275762357e-07	1.90378694826874e-08
193	409081	0.0008421327698409457	28846	16	1.3707266027534928e-06	3.426816506883732e-07
194	6269	0.0008338337394467985	15317	53	9.328556046516826e-07	8.662230614622767e-07
195	231784	0.0008289249489579293	3793	9	9.5189347413437e-09	1.237461516374681e-07
196	52526	0.0008281685602678336	26166	3	2.2559875336984567e-06	8.56704126720933e-08
197	235992	0.0008265156238921365	33101	16	3.80757389653748e-06	2.570112380162799e-07
198	480414	0.0008249878670333792	22819	21	6.282496929286842e-07	4.093141938777791e-07
199	670111	0.0008123930945095646	5833	4	4.75946737067185e-08	7.61514779307496e-08
200	223814	0.0008072322141759073	4767	50	1.90378694826874e-08	7.139201056007774e-07
201	306942	0.0008032415349618163	31646	15	4.378709981018102e-07	1.523029558614992e-07
202	218702	0.0008021069965248977	26401	40	6.948822361180901e-07	6.66325431894059e-07
203	488319	0.0007954545935601134	20673	3	1.8181165355966466e-06	1.1422721689612439e-07
204	449271	0.0007909938422196934	6122	15	1.8085976008553029e-07	3.141248464643421e-07
205	80510	0.0007899436020195727	31118	6	2.8556804224031098e-08	7.61514779307496e-08
206	908367	0.0007866025192729905	3684	1	1.3326508637881179e-07	2.8556804224031098e-08
207	133082	0.0007801644044814627	32503	2	1.7229271881832096e-06	3.80757389653748e-08
208	1486160	0.0007783751830419217	23527	0	2.6177070538695174e-06	0.0
209	746657	0.0007731765039545582	21065	15	1.1613100384439314e-06	2.760491074989673e-07
210	749701	0.0007684417893532524	20252	11	5.71136084480622e-07	1.523029558614992e-07
211	677785	0.0007662149836447533	32700	9	2.722415336024298e-06	1.237461516374681e-07
212	850711	0.0007633769255636916	21078	37	1.4849538196496172e-06	5.520982149979346e-07
213	78851	0.0007616489749928036	17621	1	5.71136084480622e-07	9.5189347413437e-09
214	1143919	0.0007583556082054814	22735	10	1.1517911037025877e-06	1.8085976008553029e-07
215	471641	0.0007564929373239747	24075	2	3.855168570244198e-06	3.80757389653748e-08
216	701238	0.0007452710152275704	14767	5	5.235414107739035e-07	4.75946737067185e-08
217	1653751	0.0007403720145461583	12275	5	2.379733685335925e-07	1.237461516374681e-07
218	27326	0.0007399639459890677	34617	2	3.046059117229984e-07	1.90378694826874e-08
219	1461380	0.0007374190957553193	13330	8	1.0470828215478069e-07	1.7990786661139591e-06
220	1030671	0.0007340705873595555	40219	43	1.90378694826874e-07	6.853633013767464e-07
221	921996	0.0007337413583448215	35075	28	6.758443666354027e-07	3.522005854297169e-07
222	1765611	0.0007324599433443731	7458	0	1.998976295682177e-07	0.0
223	1515253	0.0007258585063463927	6286	7	1.618218906028429e-07	6.948822361180901e-07
224	667150	0.0007234948775770812	29502	9	7.519958445661523e-07	1.1422721689612439e-07
225	1179829	0.000722237168331682	3373	4	6.663254318940589e-08	3.80757389653748e-08
226	906895	0.0007217929704436135	3181	1	2.8556804224031098e-08	9.5189347413437e-09
227	635785	0.0007212997508527328	16168	29	1.7514839924072408e-06	9.138177351689951e-07
228	1245752	0.0007192060919267879	14687	2	2.1036845778369576e-06	8.56704126720933e-08
229	876019	0.0007132642995106076	1946	5	1.90378694826874e-08	6.663254318940589e-08
230	1483834	0.0007112162379656929	8808	60	5.7113608448062197e-08	8.186283877555582e-07
231	1748096	0.0007110058024011717	20560	0	1.0566017562891506e-06	0.0
232	1193463	0.00070897997403977	26351	0	2.275025403181144e-06	0.0
233	1490071	0.0007075240082433084	9032	3	3.9027632439509167e-07	8.56704126720933e-08
234	1486737	0.0007043681255315447	15820	3	3.9027632439509167e-07	2.8556804224031098e-08
235	50612	0.0007038798414261338	20424	22	2.2559875336984567e-06	4.1883312861912276e-07
236	732718	0.0006941378770388822	7206	1	5.7113608448062197e-08	9.5189347413437e-09
237	464593	0.0006932173437803235	27173	8	1.90378694826874e-08	2.0941656430956138e-07
238	781815	0.0006922006281862016	18947	6	2.570112380162799e-07	8.56704126720933e-08
239	103481	0.0006917217905878061	20680	15	1.713408253441866e-06	1.713408253441866e-07
240	691798	0.0006912501580495037	24127	25	9.423745393930263e-07	5.425792802565909e-07
241	1007684	0.0006899176863523853	6380	27	2.570112380162799e-07	4.1883312861912276e-07
242	1510564	0.0006797669641449246	21696	6	6.377686276700279e-07	1.237461516374681e-07
243	151036	0.0006791438847454056	10256	14	2.0941656430956138e-07	7.044011708594338e-07
244	1085584	0.0006733595751377935	33908	8	4.75946737067185e-08	1.1422721689612439e-07
245	944240	0.0006704894554132723	13567	182	2.760491074989673e-07	2.0560899041302393e-06
246	485172	0.0006611678393543126	22375	19	1.4754348849082734e-06	3.712384549124043e-07
247	844213	0.000661166460203317	2103	2	4.75946737067185e-08	2.8556804224031098e-08
248	766882	0.0006590729922786896	7418	6	5.235414107739035e-07	1.3326508637881179e-07
249	491305	0.0006562076162112568	10703	3	7.61514779307496e-08	1.5611052975803667e-06
250	1724405	0.0006501198950961474	26084	15	9.899692130997448e-07	1.90378694826874e-07
251	1389199	0.0006498615525533009	14384	0	1.399283406977524e-06	0.0
252	445013	0.0006477671667269581	3165	0	3.80757389653748e-08	0.0
253	834641	0.000644024421716104	28830	8	4.1883312861912276e-07	7.61514779307496e-08
254	638431	0.0006426390616684548	936	18	9.5189347413437e-09	1.713408253441866e-07
255	703432	0.0006418614189711825	17692	21	1.0090070825824322e-06	5.235414107739035e-07
256	220904	0.000640259432194697	20910	2	1.4088023417188676e-06	3.80757389653748e-08
257	1676939	0.0006382960928925949	25307	1	4.093141938777791e-07	9.5189347413437e-09
258	834371	0.000628276129323042	20198	1	6.758443666354027e-07	4.378709981018102e-07
259	406972	0.000627967964812142	15961	7	1.9513816219754586e-06	1.713408253441866e-07
260	1261951	0.0006253713591149174	10768	5	5.045035412912161e-07	1.618218906028429e-07
261	1380093	0.0006242467007893658	23591	19	1.90378694826874e-08	3.997952591364354e-07
262	1255217	0.0006232208019326609	25277	0	2.8176046834377353e-06	0.0
263	1587878	0.0006222737835319558	26597	2	6.282496929286842e-07	5.7113608448062197e-08
264	294430	0.0006155618045582698	21047	1	3.836130700761511e-06	9.5189347413437e-09
265	331148	0.0006148963539313952	29877	95	1.0375638868064633e-06	1.8181165355966466e-06
266	51666	0.0006144644546207448	1884	47	3.80757389653748e-08	5.140224760325598e-07
267	1481338	0.0006118024093149805	24239	66	3.9027632439509167e-07	9.138177351689951e-07
268	1486301	0.000611758558193101	22382	0	3.5886383974865748e-06	0.0
269	314507	0.0006094884146538893	3347	1	4.093141938777791e-07	2.8556804224031098e-08
270	945618	0.0005997657034421045	16759	2	1.7324461229245533e-06	3.80757389653748e-08
271	890241	0.0005992769823104504	10304	37	3.80757389653748e-08	3.712384549124043e-07
272	1264808	0.0005956868790087421	7507	9	9.328556046516826e-07	1.90378694826874e-07
273	157297	0.0005937442804297533	5074	16	3.426816506883732e-07	2.2845443379224879e-07
274	1433042	0.0005894229787731164	11782	0	4.5690886758449757e-07	0.0
275	219985	0.0005892932890546081	24718	7	1.1517911037025877e-06	8.56704126720933e-08
276	633632	0.0005867325672171794	11124	9	6.568064971527152e-07	1.3326508637881179e-07
277	817676	0.0005861683945446065	8304	1	2.570112380162799e-07	2.8556804224031098e-08
278	838445	0.000584241753505934	7298	27	6.853633013767464e-07	3.997952591364354e-07
279	1690859	0.0005834209067086824	16158	6	3.997952591364354e-07	5.7113608448062197e-08
280	354354	0.0005809024662028963	9575	1	1.998976295682177e-07	9.5189347413437e-09
281	236358	0.0005736912138928662	16252	0	2.5415555759387677e-06	0.0
282	340430	0.0005704144829688557	21176	1	1.2184236468919935e-06	1.90378694826874e-08
283	259494	0.0005695442604802653	23161	1	5.520982149979346e-07	9.5189347413437e-09
284	35029	0.0005670065409679745	8522	13	5.7113608448062197e-08	1.618218906028429e-07
285	1677882	0.0005646825976901843	19114	0	6.092118234459968e-07	0.0
286	899195	0.0005616748396812543	19595	105	1.4944727543909609e-06	1.5325484933563357e-06
287	891244	0.0005602429616105128	15906	1	5.140224760325598e-07	1.523029558614992e-07
288	781629	0.0005602003693799361	11659	7	4.5690886758449757e-07	1.1422721689612439e-07
289	1675654	0.0005557393581317737	8703	8	5.616171497392783e-07	1.523029558614992e-07
290	1358502	0.0005513826742351504	9990	3	9.614124088757136e-07	3.80757389653748e-08
291	456372	0.0005513412010454896	4505	21	1.0470828215478069e-07	2.760491074989673e-07
292	1743992	0.0005503857516912353	10302	22	9.5189347413437e-07	4.283520633604665e-07
293	875696	0.0005477504484145867	3654	10	9.5189347413437e-09	1.0470828215478069e-07
294	439305	0.0005465701697751624	14169	17	5.806550192219657e-07	1.713408253441866e-07
295	889228	0.0005456092738450737	21804	39	6.758443666354027e-07	1.2469804511160247e-06
296	906876	0.0005429391601538711	15826	21	1.2279425816333372e-06	3.331627159470295e-07
297	824748	0.0005425978001209258	9903	17	6.663254318940589e-08	4.75946737067185e-07
298	869872	0.0005403111070289243	11768	6	8.56704126720933e-07	5.7113608448062197e-08
299	521251	0.0005389641111567846	15749	0	2.3797336853359248e-06	0.0
300	130767	0.0005379007977107605	27146	15	3.712384549124043e-07	4.75946737067185e-07
301	915680	0.0005373738390491596	24789	8	1.5135106238736483e-06	8.56704126720933e-08
302	1483421	0.0005345809784987027	29537	5	1.237461516374681e-06	5.7113608448062197e-08
303	903075	0.0005326656119611874	1276	4	9.5189347413437e-09	4.75946737067185e-08
304	240991	0.0005317926998853586	23514	6	1.2564993858573684e-06	6.663254318940589e-08
305	1743581	0.0005255466681118535	3002	0	5.7113608448062197e-08	0.0
306	294899	0.0005248946974889837	10316	1	1.1708289731852752e-06	9.5189347413437e-09
307	324157	0.0005222071929667271	2584	2	1.90378694826874e-08	1.90378694826874e-08
308	1328662	0.0005220729700198569	22780	15	2.3035822074051755e-06	3.331627159470295e-07
309	821097	0.000521949701016524	17469	21	6.568064971527152e-07	3.522005854297169e-07
310	1021300	0.0005188704424157994	22550	12	9.042988004276514e-07	3.6171952017106057e-07
311	296693	0.0005180650580420632	14836	9	9.614124088757136e-07	1.8085976008553029e-07
312	961854	0.0005128971382552018	17087	5	2.2369496642157692e-06	5.7113608448062197e-08
313	786398	0.0005109751909189342	4057	1	2.474923032749362e-07	9.5189347413437e-09
314	1261150	0.0005108521160761304	12181	2	1.0280449520651196e-06	4.75946737067185e-08
315	1094385	0.0005107814094737339	20561	0	9.328556046516826e-07	0.0
316	1561415	0.0005091894746735927	6043	16	3.331627159470295e-07	1.998976295682177e-07
317	130982	0.000506390972921766	3890	7	6.663254318940589e-08	1.523029558614992e-07
318	1558290	0.0005058624280846019	4851	2	2.0941656430956138e-07	5.71136084480622e-07
319	722914	0.000505644610217243	11078	15	6.66325431894059e-07	7.90071583531527e-07
320	598001	0.0005019987077118771	11866	1	3.80757389653748e-08	9.5189347413437e-09
321	1433565	0.0005011134181562932	3192	0	1.237461516374681e-07	0.0
322	1256364	0.0005003120559063506	18765	2	9.233366699103389e-07	1.90378694826874e-08
323	1673280	0.0004991029642075895	30922	23	1.0280449520651196e-06	9.423745393930263e-07
324	1654285	0.0004982136887882097	7367	9	6.282496929286842e-07	1.618218906028429e-07
325	1491204	0.0004976649117341335	11999	4	1.427840211201555e-07	3.80757389653748e-08
326	337611	0.000497247347095161	3573	1	5.7113608448062197e-08	9.5189347413437e-09
327	1496068	0.0004947489632283446	2737	7	5.7113608448062197e-08	1.237461516374681e-07
328	1374020	0.0004937927132077382	7211	5	4.5690886758449757e-07	9.5189347413437e-08
329	369175	0.0004920228015610912	26565	1	1.4373591459428986e-06	1.90378694826874e-08
330	1277137	0.0004916278613267763	11990	47	2.9508697698165467e-07	8.376662572382455e-07
331	1355723	0.0004915967405301809	5337	12	1.618218906028429e-07	1.90378694826874e-07
